,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
235414,148379.0,0.180218643360661,0.9054260784896441,-0.951079498976504,-0.9732726059570649,1.63665791446684,0.319917137752617,0.795960800501893,0.16778143825640499,-0.16555527228722303,-0.660518986369405,-0.196621592433203,-0.0268606533671965,-0.17923315422606098,-0.8286808504519859,-0.757477084141127,0.875338252431379,-0.295985130716998,0.668561698996505,0.496270301149489,0.0482765414727887,-0.37518810737223796,-0.9733977165709481,-0.0704062658154,-0.871313741449349,-0.298182788347007,0.18407141217583303,0.21747064161131502,0.0595673165488555,2.67,0
55344,46894.0,0.623797144992572,-0.938879418103476,-0.643492058018181,0.158781112064621,-0.34023820095052004,-0.8537460160986371,0.827513748774962,-0.373323198768183,-0.17033005266397,-0.357302031630295,0.0617488734802952,0.45499301257358,0.383989425546206,0.520007544980475,1.0614708752339999,-0.39428340119128297,0.13203535768737898,-1.11390250717984,-0.281628539161865,0.6141688566439389,0.189932505982317,-0.151382864925186,-0.36217262444926596,0.19965761638177498,0.35939942734390795,1.0940889374515501,-0.16197402148782902,0.0471238754062013,350.0,0
275986,166827.0,2.03940686606741,-0.172919587829688,-1.6423837772693601,0.0341787839343198,0.450938808568698,-0.2844196245095,0.0382618704422633,-0.0987026797944251,0.445533725629891,0.174323173990367,0.449334456899371,0.602117844887069,-0.20116715293432397,0.6735153604686821,0.19439759557348002,0.217426218845358,-0.9718537018024559,0.7257434807760659,0.24407254722618,-0.16769230034418697,0.277796617818407,0.8413522927662199,-0.0552256689065533,0.22338292032975196,0.296537110764098,-0.123311315142286,-0.031200761142998,-0.0635097838597215,19.95,0
86057,61065.0,-0.740190429237497,0.353090506769597,2.35379674009796,-1.8968982298688102,-0.7570654924280809,-0.589383861043141,-0.0533418304071666,0.11465013693076899,-1.4711723399434098,0.183413886391308,1.4978209035624999,0.14741891212543698,0.645235595020533,-0.44434135242954403,-0.3671961425621811,1.6015387194301998,-0.31141562186069605,-0.6016029061969279,0.005375139167178579,0.26265365076462,0.369829540451623,1.04090236255091,-0.38665721617310905,0.574140652216809,0.488508051366459,-0.20300548548460398,0.28844308370772703,0.11697246833991198,3.1,0
16083,27503.0,1.28133777810275,-0.568489416797826,0.00435285076118306,-2.00384881850037,-0.759081260299646,-0.797157342840157,-0.249811593928873,-0.0696675966964478,2.0516511926362,-1.49325749010401,0.9145641366014481,1.65367980601687,-0.279959382263258,0.153909818041461,-0.0459366177602451,-1.26207114455299,0.0508884520987358,0.428322519230656,1.87016222657396,-0.0985967169466837,-0.0056829459482871,0.342817324309423,-0.247602304834341,0.0735478806254101,0.9229141872546249,-0.666849502116184,0.0701900995817523,0.0047353729260863,9.95,0
9252,13323.0,-5.454361779396731,8.287420555349831,-12.7528112729386,8.59434189301081,-3.10600228114338,-3.1799487568641402,-9.25279393795831,4.24506220985367,-6.32980084623466,-13.136698369103902,11.228470279576001,-17.1313009454468,-0.16940105681412398,-18.049997689859396,-1.3662356609906499,-9.7235653091894,-14.7449024646768,-5.24730110631125,-0.5746751437958171,1.3058619148343702,1.84616479291417,-0.267171794223081,-0.31080396975162106,-1.20168545799806,1.35217609502433,0.6084245963604029,1.5747147838420401,0.8087252050902329,1.0,1
222502,142997.0,1.80888580120365,-0.6999019074539641,-1.41192659426633,-0.101255637515896,0.479881645809919,1.0489997722123399,-0.329081096024142,0.38585469074316703,1.04604209477172,-0.162235115444438,0.610352962401577,0.6651570526803,-1.32432601827821,0.591344127646303,-0.0351976285595531,-0.9411517499227942,0.316977202521436,-1.13917460285594,-0.19513969658325897,-0.272403055743338,-0.0555865830838366,-0.0084155373014661,0.175069087885377,-1.64714073823403,-0.286039921996293,0.0215267139045696,0.00242467709036118,-0.0761251316043972,60.0,0
258797,158827.0,-4.94601819152385,3.6716010469706295,-0.8713992475712041,-1.5518482746195301,-0.115337385887444,2.4076506513746097,-3.32128877463619,-10.8599140666834,1.58838677709634,0.41597254359406105,0.22808686653505605,1.2294436380013702,-0.0404264604948356,-1.17285780469606,-0.330927832541514,1.08984230059616,0.626923295437369,1.2559043468329099,0.14980881764856602,-2.52700396738208,10.295271174376401,-4.20022961094671,1.53375188482945,-1.41108237615201,0.18677905473917897,-0.12937330184069198,0.747264494887674,0.327601494787211,38.45,0
64411,51135.0,-10.5273044341626,7.63974510878724,-13.443114502751401,4.30340291762786,-8.04820986720506,-3.46699653575204,-8.64319279153494,7.28410530047069,-2.36209663777244,-5.996595920159151,2.5891035399442996,-5.962261421657599,-0.46895540270270103,-6.778183721525219,0.9079466220483059,-3.9701300322696604,-6.85761265464239,-2.51173568202806,0.511761951503497,0.847085223070639,0.9374155955236528,-0.931178206442092,-0.235696693319785,-0.0313933540844794,0.5915582765612241,-0.263516323288921,1.10889729755393,0.219021143211497,99.99,1
182471,125412.0,1.8355636467025,-1.2693337118296102,-2.88892770191405,-1.4689693427911001,0.63326142648371,0.0625958048894605,0.35131676155643893,-0.129419641051208,-0.964583999446235,0.7059662002475029,1.04365291964447,0.365744782860431,-0.732337092485405,1.12489744668407,0.0642020048014013,-3.0585467091468,0.8592859302078321,-0.15888732500502697,-1.07589069198256,-0.42858124982764706,0.0887644851006327,0.6223630509367399,-0.181616647625096,-1.3279193534873301,0.170947381514079,1.3556691146916398,-0.12413377107836801,-0.0973674720461543,163.64,0
